teamName,mds_score1,mds_score2,MDS_2cluster,MDS_3cluster,MDS_4cluster,MDS_5cluster,pca_score1,pca_score2,PCA_2cluster,PCA_3cluster,PCA_4cluster,PCA_5cluster,tsne_score1,tsne_score2,tSNE_2cluster,tSNE_3cluster,tSNE_3cluster,tSNE_4cluster,tSNE_5cluster
Celta de Vigo,0.4376185580863311,0.588762791403285,0,2,3,2,0.44188790993555804,-0.3511068704369581,0,2,1,2,63.93237,194.56892,0,0,3,1
Espanyol,-0.8215146702518435,2.1791844482091025,0,2,3,2,-1.0970072183987025,-2.126184345725342,1,1,2,0,-109.23397,169.00041,0,0,3,1
Deportivo Alaves,-0.7444158155083876,-2.4102576957661714,0,0,1,4,-0.9785264579063617,2.292109451614958,1,2,3,4,-24.0158,-106.438095,1,1,1,3
Levante,-0.7458438941142673,1.7675194703716457,0,2,3,2,-0.8184216626256117,-1.7280787700251208,1,1,2,0,-59.20717,183.58698,0,0,3,1
Getafe,-0.8388858814411997,1.0897131069979875,0,2,3,2,-0.8506725170773629,-1.04003495200727,1,1,2,0,-84.07849,119.33274,0,0,3,1
Athletic Club,-0.3877288408533415,1.72994131046043,0,2,3,2,-0.8453478530580016,-1.6957665754451219,1,1,2,0,-10.29867,204.47289,0,0,3,1
Atletico Madrid,2.163582831686732,0.4829075692900168,1,1,2,3,1.8765353512458693,-0.41811589576691377,0,2,1,2,205.13585,-80.32996,1,1,1,3
Valencia,1.6972290237667307,-0.44717781962142533,1,1,1,1,1.6989434240638495,0.42841123554868416,0,2,1,2,121.64566,-28.593332,0,2,0,4
Real Madrid,3.276554727160912,0.11045257918174647,1,1,2,3,3.8158183107099672,-0.05634808274185036,0,0,0,1,200.0771,-62.325256,0,2,0,0
Barcelona,4.995629726692106,-0.11495963249823556,1,1,2,3,5.356288662438534,-0.06295997928767652,0,0,0,1,226.8965,-99.03969,0,2,0,0
Las Palmas,-2.818753345421663,-0.7369227344386577,0,0,0,0,-2.9916659479816574,0.694743622552036,1,1,3,3,-220.00647,-168.29211,1,1,2,2
Leganes,-1.5296892601674648,-0.5478815609706637,0,0,0,0,-1.7839673311282245,0.45066174264779,1,1,3,3,-113.82982,-85.7452,1,1,1,3
Eibar,-1.0335411081033719,-0.029642463846652856,0,0,3,2,-0.959141822690982,-0.01750606664033025,1,1,2,0,-50.26455,9.897653,0,1,1,3
Girona,-0.30066957588069154,0.28508039036166777,0,2,3,2,-0.3810163887108473,-0.27166186740321197,1,1,2,0,67.24779,152.0459,0,0,3,1
Deportivo La Coruna,-1.9605572340029411,0.9156739439182756,0,2,3,2,-1.880385351269268,-0.7985568827024427,1,1,2,0,-162.8239,-104.59688,1,1,2,2
Real Betis,1.1390932517659769,-1.161092996114294,1,1,1,1,1.2424747257450701,1.0253559085624426,0,2,1,2,110.91471,41.73021,0,2,0,4
Real Sociedad,-0.0966551329722965,-0.7827907545422198,0,0,1,1,0.6026515439863509,0.818518928294433,0,2,1,2,-26.712124,-37.123722,0,1,1,3
Sevilla,0.13991447122246736,-0.6903074693972435,0,0,1,1,0.1416903048459461,0.5912779979174361,0,2,1,2,3.0566766,2.7613335,0,2,1,4
Malaga,-3.3115545554747907,-1.1909620097132094,0,0,0,0,-3.4708247529809744,1.2968881810088646,1,1,3,3,-193.2627,-201.86801,1,1,2,2
Villarreal,0.7401867238110031,-1.0372404732853842,1,1,1,1,0.8806870708568468,0.9683532200355941,0,2,1,2,66.45379,36.41794,0,2,0,4
