firstName,lastName,wiId,averageScore,minutesPlayed,role
Frederik,Rønnow,56454,0,0,Goalkeeper
Artjoms,Rudņevs,99425,0,0,Forward
Miguel Gianpierre,Araujo Blanco,114908,0,0,Defender
Sehrou,Guirassy,263490,16.899999999999995,834,Forward
Ezequiel Marcelo,Garay,70112,24.620000000000005,2031,Defender
Andrea,Conti,134419,0.35000000000000003,158,Defender
Alexis,Blin,253333,22.03,1870,Midfielder
Juan,Cruz Diaz Espósito,568583,0,0,Forward
Romain,Genevois,26528,16.96,1813,Defender
N'Golo,Kanté,31528,41.95,3835,Midfielder
João Pedro Geraldino,dos Santos Galvão,116171,12.27,1662,Midfielder
Diego,Contento,14717,5.44,98,Defender
Vitor Hugo,Franchescoli de Souza,44510,20.040000000000003,1181,Defender
Jadon,Sancho,447223,29.329999999999995,657,Midfielder
Alexander,Kert Molberg,540613,0,0,Defender
Antonio,Barragán Fernández,3270,30.06,2361,Defender
Bartłomiej,Drągowski,265431,0,0,Goalkeeper
Sofyan,Amrabat,285590,0,17,Midfielder
Stefan,Simič,137048,11.28,540,Defender
Keylor,Navas Gamboa,3915,0,0,Goalkeeper
Anthony,Maisonnial,340108,0,0,Goalkeeper
Mattia,De Sciglio,20395,5.63,1292,Defender
Jason,Puncheon,8142,1.54,550,Midfielder
Marco,Terrazzino,15533,19.03,1488,Forward
Esteban Félix,Granero Molina,3317,3.7600000000000002,1211,Midfielder
Daniel,Carvajal Ramos,4501,19.080000000000002,2480,Defender
Moussa,Diaby,419204,0.31,63,Forward
Daniel,Alves da Silva,3334,24.769999999999996,2096,Defender
Sverrir Ingi,Ingason,57347,4.79,159,Defender
Lucas Ariel,Ocampos,86338,53.43,2037,Forward
Dale,Stephens,8086,24.03,3240,Midfielder
Daniel Tawiah,Opare,38079,3.29,1419,Defender
Sergio ,Asenjo Andrés,3428,0,0,Goalkeeper
Álvaro Borja,Morata Martín,3324,78.83999999999999,2357,Forward
André Miguel,Valente Silva,135927,14.019999999999996,977,Forward
Armando,Izzo,22883,14.550000000000002,1388,Defender
Mario,Mandžukić,14943,68.22,3271,Forward
Gélson da Conceição Tavares,Fernandes,20591,3.58,1027,Midfielder
Kamil,Glik,21097,67.60999999999999,3850,Defender
Morgan,Schneiderlin,8143,8.68,2107,Midfielder
Ibrahim,Afellay,3343,0.66,150,Midfielder
Vincent,Koziello,279734,10.999999999999998,1578,Midfielder
Nicolas,Benezet,26956,23.080000000000002,1641,Midfielder
Achraf,Lazaar,218971,6.14,478,Defender
Javier,Martínez Aginaga,3416,25.959999999999994,1611,Midfielder
Charlie,Taylor,9164,0.77,949,Defender
Valentin,Rongier,260002,20.199999999999996,2327,Midfielder
Demarai,Gray,283142,18.24,1665,Midfielder
Mariano,Díaz Mejía,5167,62.749999999999986,2499,Forward
Reece,Burke,293823,0,0,Defender
Jakob,Jantscher,65084,0,12,Midfielder
Mehdi Jean,Tahrat,28364,3.73,440,Defender
Diego,López Rodríguez,3519,0,0,Goalkeeper
Mujaid,Sadick Aliu,516397,0.31,105,Defender
Benjamin,Leroy,253312,0,0,Goalkeeper
Nicolai,Jørgensen,15080,6.49,212,Forward
Marc-Oliver,Kempf,146569,9.089999999999998,902,Defender
Bernd,Leno,14768,0,0,Goalkeeper
Levi,Lumeka,531655,0,25,Forward
Imanol,Sarriegi Isasa,279570,0,30,Midfielder
Dimitri,Petratos,61492,0,0,Midfielder
Raoul,Bellanova,405598,0,0,Defender
Luca,Garritano,238832,2.43,169,Midfielder
Ezequiel,Muñoz,20808,22.330000000000002,1379,Defender
Néstor Fernando,Muslera Micol,32641,0,0,Goalkeeper
Danilo,Cataldi,256478,20.540000000000003,2313,Midfielder
Moussa,Wagué,375348,0,180,Defender
Abdou Kader,Mangane,25641,18.83,1710,Defender
Markel,Bergara Larrañaga,3674,23.770000000000003,1470,Midfielder
Charalampos,Lykogiannis,92900,3.52,687,Defender
Mahmoud,Dahoud,272363,30.889999999999993,1129,Midfielder
Patrick,Cutrone,351010,25.09,1474,Forward
Tarek,Hamed,437417,0.7799999999999999,230,Midfielder
Paul,Pogba,7936,91.81,3302,Midfielder
Timo,Stavitski,399576,1.1199999999999999,397,Midfielder
Stéphane,Bahoken,25673,20.810000000000002,1642,Forward
Daniel,Bessa,22381,22.430000000000003,1817,Midfielder
Daniel,Pacheco Lobato,4343,0.66,155,Midfielder
Jonjoe,Kenny,286825,9.45,1588,Defender
Paul-Georges,Ntep de Madiba,25514,9.6,673,Midfielder
Konstantin,Rausch,15039,3.6999999999999997,927,Defender
Anthony,Caci,426714,0,0,Midfielder
Layton,Ndukwu,353240,0,0,Forward
Riccardo,Daga,507570,0,0,Goalkeeper
Kasper,Schmeichel,8480,0,0,Goalkeeper
Anthony,Martial,134513,57.63000000000002,1642,Forward
Hattan,Bahbir,122615,2.12,156,Midfielder
Robert,Berič,85438,19.92,1044,Forward
Yoric,Ravet,25871,2.89,560,Midfielder
Nathan Allan,de Souza,285139,0,0,Midfielder
Kenner,Gutiérrez Cerdas,125287,0,0,Defender
Sandro ,Ranieri Guimarães Cordeiro,8291,12.14,1154,Midfielder
César Alejandro,Falletti dos Santos,149846,5.08,308,Midfielder
Ruben,Loftus-Cheek,235555,37.830000000000005,2148,Midfielder
Radamel Falcao,García Zárate,3450,53.99,2507,Forward
Alessandro ,Florenzi,22566,25.330000000000002,2729,Midfielder
Alisson Ramsés,Becker,214220,0,0,Goalkeeper
Gastón Alexis,Silva Perdomo,116259,0,0,Defender
Gabriel,Appelt Pires,43051,28.09,2393,Midfielder
Fernando,Llorente Torres,3424,4.25,182,Forward
Omar,Mascarell González,4509,3.6900000000000004,770,Midfielder
Rayan,Souici,342088,0,0,Defender
Ermedin,Demirović,352328,7.7299999999999995,180,Forward
Shkëlzen Taib,Gashi,50072,1.05,8,Midfielder
Brad,Smith,11061,0,0,Defender
Leonardo,Miramar Rocha,484931,0,0,Forward
Cássio Roberto,Ramos,40536,0,0,Goalkeeper
Gerson,Santos da Silva,340019,11.27,883,Midfielder
Júlio,Tavares,27354,39.33,2056,Forward
Charly,Charrier,25938,0,104,Midfielder
Michael,Obafemi,447538,0,0,Forward
Takuma,Asano,254649,6.88,699,Forward
Ashley,Williams,77546,32.68000000000001,2374,Defender
Henri,Bedimo Nsamè,25988,0.19,30,Defender
Simone,Edera,354552,10.950000000000001,264,Forward
Jerónimo,Figueroa Cabrera,4362,4.569999999999999,670,Midfielder
Manuel Jesús,Vázquez Florido,4052,0,0,Forward
Edin,Džeko,8327,90.78999999999999,3019,Forward
Rogério,Oliveira da Silva,403449,2.0900000000000003,894,Defender
Sergi,Darder Moll,3803,22.199999999999996,3049,Midfielder
Germán Alejandro,Pezzella,86328,36.209999999999994,2981,Defender
Kazaiah,Sterling,368352,0,0,Forward
Préjuce Niguimbé,Nakoulma,99453,16.84,1151,Forward
Imanol,García Lugea,450650,0,0,Midfielder
Ignacio,Monreal Eraso,3560,39.199999999999996,2243,Defender
Dmitri,Kombarov,101663,0,90,Defender
Aleksandar,Dragović,49859,6.819999999999999,982,Defender
Orel,Mangala,349099,6.319999999999999,736,Midfielder
Martin,Dúbravka,104851,0,0,Goalkeeper
Dylan,Bahamboula,331918,1.48,14,Midfielder
Cengiz,Ünder,350032,25.85,1202,Forward
Jordi,Amat Maas,3788,28.409999999999997,2108,Defender
Scotty,Sadzoute,506850,0,0,Forward
Francisco Guillermo,Ochoa Magaña,25816,0,0,Goalkeeper
Kristoffer,Nordfeldt,149151,0,0,Goalkeeper
Jack,Simpson,415747,0.65,72,Defender
Florian,Mayer,391551,0.22999999999999998,18,Defender
Tyrone,Mings,239411,3.2100000000000004,201,Defender
Benoît,Assou-Ekotto,8268,0.06,1126,Defender
José Heriberto,Izquierdo Mena,91381,40.09,2029,Forward
Domenico,Coppola,423147,0,0,Goalkeeper
Nicolò,Barella,286223,15.959999999999999,2966,Midfielder
Karim,Rekik,8309,28.76,2304,Defender
Andoni,Zubiaurre Dorronsoro,424431,0,0,Goalkeeper
Aaron ,Hughes,11135,1.0,270,Defender
Jonas,Hector,18669,11.339999999999998,2496,Defender
Christian,Kouakou Yao,131321,14.549999999999999,830,Forward
Kwadwo,Asamoah,20588,7.719999999999999,1571,Midfielder
Mamadou Yaye,Kanoute,23124,0.060000000000000005,32,Forward
Daniel,Kolář,82520,0,0,Midfielder
Jack,Cork,8125,23.15,3420,Midfielder
Francisco,Femenía Far,3351,12.14,1706,Defender
Emil,Hallfreðsson,21314,6.080000000000001,954,Midfielder
Mauro Daniel,Goicoechea Furia,116393,0,0,Goalkeeper
Martín Maximiliano,Mantovani,5653,12.6,1010,Defender
Sauli,Väisänen,170738,2.5800000000000005,543,Defender
James ,Ward-Prowse,8144,11.469999999999999,1709,Midfielder
Charles,Traoré,393284,24.06,2998,Defender
Dominik,Reimann,272373,0,0,Goalkeeper
Pablo,Sarabia García,4015,45.32000000000001,2406,Midfielder
Rafael Jesús,Navarro Mazuelos,247212,2.0999999999999996,133,Defender
Fabrizio,Brignani,392383,0,0,Defender
Aleix,Vidal Parreu,4256,13.11,437,Midfielder
Chris,Brunt,8370,9.65,1916,Midfielder
Niclas,Fállkrug,14705,53.05,2370,Forward
Bingourou,Kamara,301635,0,0,Goalkeeper
Loïck,Landre,25428,0,0,Defender
Musa,Barrow,491409,20.700000000000003,437,Forward
Chris,Gunter,8831,4.51,540,Defender
Jordon ,Ibe,9739,30.11000000000001,2000,Midfielder
Merveille Valthy Streeker,Ndockyt,376474,0.01,53,Midfielder
Claud,Adjapong,417231,4.9399999999999995,1281,Defender
Mihály,Korhut,74968,0.33999999999999997,90,Defender
Chris,Smalling,7922,50.32000000000002,2880,Defender
Mattia,Valoti,20414,19.38,1570,Midfielder
Oleksandr,Zinchenko,241564,9.229999999999999,622,Midfielder
Anders,Lindegaard,7912,0,0,Goalkeeper
Lucas Rodrigo,Biglia,37732,16.189999999999998,2096,Midfielder
Tomás,Pina Isla,3650,14.879999999999999,2391,Midfielder
Jaime,Sierra Mateos,396539,0,22,Midfielder
Andrija,Živković,140085,0,15,Midfielder
Issa,Cissokho,25534,8.05,1629,Defender
Johannes,Geis,15455,2.81,652,Midfielder
Gabriel Iván,Mercado,86220,28.580000000000005,2395,Defender
Birk,Risa,366193,0,63,Defender
Jordan,Hugill,280157,0.01,20,Forward
Gianluigi,Donnarumma,350999,0,0,Goalkeeper
Felix,Götze,391442,0,0,Defender
Asier,Riesgo Unamuno,3488,0,0,Goalkeeper
José Manuel ,Reina Páez,7949,0,0,Goalkeeper
Borja,García Freire,4278,34.4,2814,Midfielder
Héctor Junior,Firpo Adames,364850,19.830000000000002,1190,Defender
Ryan,Shawcross,8731,42.76,2372,Defender
Sergio Ezequiel,Araújo,86200,0.33999999999999997,25,Forward
Pedro Filipe,Teodósio Mendes,3308,28.549999999999997,2848,Defender
Ashley ,Young,7939,20.14,2903,Defender
Stuart,Taylor,8304,0,0,Goalkeeper
Adrien,Bongiovanni,422514,0,0,Forward
Houssem,Aouar,397046,73.4,2431,Midfielder
Gareth Frank,Bale,8278,69.21999999999998,2334,Forward
Unai,Núñez Gestoso,344068,35.46,2942,Defender
Davide,Frattesi,423151,0,0,Midfielder
Ragnar,Klavan,74,20.350000000000005,1440,Defender
Wilfried,Zaha,8422,56.11999999999999,2550,Midfielder
Simeon,Tochukwu Nwankwo,72397,17.380000000000003,1194,Forward
Birkir,Bjarnason,38084,2.31,720,Midfielder
Cristian,Tello Herrera,3358,28.35,1669,Forward
Jonny,Evans,7914,34.56000000000001,2599,Defender
Davide,Biraschi,206318,13.490000000000002,1792,Defender
İsmail,Köybaşı,32580,0.0,90,Defender
Gonzalo,Villar del Fraile,357981,0,0,Midfielder
Gabriel Armando,de Abreu,41363,35.17,2610,Defender
Marco,D'Alessandro,21322,18.380000000000003,1034,Forward
Giuseppe,Pezzella,388398,1.48,898,Defender
Simone,Verdi,21123,21.73,2831,Forward
Iago,Falqué Silva,8148,51.67,2841,Forward
José Luis,Morales Nogales,225089,56.60999999999999,3080,Midfielder
Andrea,Barberis,20815,5.3100000000000005,3036,Midfielder
Filip,Bradarić,231713,0.31,25,Midfielder
Thomas,Carrique,499295,0,90,Defender
Diego,da Silva Costa,4338,38.88,1389,Forward
Oliva Christian,Rutjens,485464,0,0,Defender
Benjamin,Corgnet,26381,18.87,1366,Midfielder
Konstantinos,Manolas,92966,35.849999999999994,2321,Defender
Jesús Daniel,Gallardo Vasconcelos,336178,1.67,335,Midfielder
Gabriel,Salazar Rojo,344122,0,0,Forward
Nicola,Sansone,22578,14.219999999999999,603,Forward
Oswaldo Augusto,Vizcarrondo Araújo,112377,20.459999999999997,1714,Defender
Ingvar,Jónsson,57799,0,0,Goalkeeper
Ludovic,Butelle,26869,0,0,Goalkeeper
Edinson Roberto,Cavani Gómez,21174,96.53999999999999,2898,Forward
Charles Mariano,Aránguiz Sandoval,89559,17.09,2306,Midfielder
Diego Javier,Llorente Ríos,225996,29.730000000000008,2330,Defender
Carlos,Fernández Luna,278324,2.8899999999999997,139,Forward
Jarosław,Jach,330271,0,0,Defender
Paddy,McNair,136704,0,46,Defender
Krzysztof,Mączyński,99446,1.9900000000000002,353,Midfielder
Ricardo,Andrade Quaresma Bernardo,32597,7.529999999999999,398,Forward
Ludovic,Blas,340920,37.10999999999999,1788,Midfielder
Adam,Jakubech,282033,0,0,Goalkeeper
Rubén Salvador,Pérez Del Mármol,4013,9.15,2520,Midfielder
Marcello,Trotta,11156,39.43000000000001,2259,Forward
Alec,Georgen,344743,0,0,Defender
Gaël,Kakuta,26384,15.479999999999999,3091,Midfielder
Ismaël,Traoré,26086,29.049999999999997,2857,Defender
Patrik,Schick,234359,16.88,957,Forward
Abdiel,Arroyo Molinar,131602,0,0,Forward
Eren,Derdiyok,14787,0.8999999999999999,50,Forward
Karamoko,Cissé,21235,0,0,Forward
Valentín,Vada,276920,5.03,846,Midfielder
Michy,Batshuayi Tunga,38093,37.69,1258,Forward
François,Kamano,334552,53.14,2009,Forward
Sergio,Gómez Martín,472696,0,0,Midfielder
Alberto,Redondo Guijarro,406460,0,90,Defender
Rick,van Drongelen,365441,10.63,1427,Defender
Admir,Mehmedi,105619,19.14,1276,Forward
Giuseppe,Cuomo,456565,0,0,Defender
Gaëtan,Poussin,404214,0,0,Goalkeeper
Khalid,Boutaïb,29625,3.2300000000000004,140,Forward
Gianluca,Di Chiara,21578,2.2699999999999996,995,Defender
John Stiven,Mendoza Valencia,90880,12.24,1035,Forward
David,Vaughan,8534,0,0,Midfielder
Mattia,Bani,215869,11.48,1319,Defender
Etrit,Berisha,50849,0,0,Goalkeeper
Alessandro,Deiola,263591,2.4699999999999998,425,Midfielder
Oier,Olazábal Paredes,3330,0,0,Goalkeeper
Izet,Hajrović,49992,0.9299999999999999,180,Midfielder
Ayoze,Pérez Gutiérrez,230883,52.54,2493,Forward
Christian,Gentner,14754,20.620000000000005,2414,Midfielder
Jackson,Irvine,62743,0.12,36,Midfielder
Attila,Fiola,75131,2.21,90,Defender
Haris,Seferović,20766,7.28,399,Forward
Alessandro,Guarnone,478229,0,0,Goalkeeper
Wataru,Endo,95349,0,0,Defender
Bartosz,Kapustka,269189,3.8,432,Midfielder
Ishak,Belfodil,20692,36.17999999999999,1341,Forward
Roberto Firmino,Barbosa de Oliveira,15808,70.17000000000002,2860,Forward
Antonio Aldo,Caracciolo,22093,25.81000000000001,2836,Defender
James Michael,Collins,8005,19.83,1114,Defender
Domenico,Maietta,21306,3.11,469,Defender
Marco Ezio,Fossati,23427,1.73,1095,Midfielder
Jordan,Ikoko,28528,19.09,2419,Defender
Shawn,Parker,18728,0,31,Forward
Marcos ,Aoás Corrêa ,40539,34.660000000000004,2263,Defender
Matthias,Zimmermann,15015,0.24,68,Midfielder
Kenny,Tete,1712,19.36,1600,Defender
Danilo,D'Ambrosio,21094,22.990000000000002,2988,Defender
Renato Júnior,Luz Sanches,258162,3.1799999999999997,1106,Midfielder
Daniel,Caligiuri,14989,15.079999999999998,2917,Midfielder
Ralf,Fährmann,14847,0,0,Goalkeeper
Denis,Cheryshev,4513,25.020000000000003,1208,Midfielder
Michael,Carrick,7928,2.63,109,Midfielder
Nicolás,Sessa,263615,0,0,Midfielder
Miguel Luís,Pinto Veloso,21288,4.61,1747,Midfielder
Wahbi,Khazri,25776,30.330000000000002,2215,Midfielder
Yasser Abdullah,Al Mosailem,122562,0,0,Goalkeeper
Marlon,Santos da Silva Barbosa,266286,23.09,1950,Defender
Óscar,de Marcos Arana,3421,11.509999999999998,1660,Defender
Gerzino,Nyamsi,372547,1.7099999999999997,270,Defender
Nicolae Claudiu,Stanciu,83753,0.4,162,Midfielder
Marc,Pugh,9293,7.15,979,Midfielder
Viktor,Kovalenko,241566,0.26,157,Midfielder
Isaac ,Ajayi Success,285509,7.709999999999999,493,Forward
Sergio,Floccari,20503,11.030000000000001,850,Forward
Stephan,El Shaarawy,20418,57.54999999999999,2157,Forward
Alexandru Iulian,Maxim,83836,2.52,959,Midfielder
Ólafur Ingi,Skúlason,38241,0,0,Midfielder
Nabil,El Zhar,3934,25.949999999999996,1963,Midfielder
Jaime Manuel,Penedo Cano,125774,0,0,Goalkeeper
Marco,Parolo,21350,35.27,3006,Midfielder
Solly,March,247248,18.95,1817,Midfielder
Felix,Klaus,15456,22.85,1994,Midfielder
Claudio,Beauvue,26167,13.190000000000001,1618,Forward
Diego,González Polanco,247169,12.149999999999999,1434,Defender
Davide,Santon,7982,8.819999999999999,824,Defender
Neymar,da Silva Santos Junior,40810,115.98000000000002,2250,Forward
Yassine,Bounou,120631,0,0,Goalkeeper
Jérémy,Toulalan,3573,26.380000000000003,1890,Midfielder
Lukas,Rupp,15942,17.94,1164,Midfielder
Emanuel,Vignato,485014,0,0,Forward
Will,Grigg,9145,0,0,Forward
Nanitamo Jonathan,Ikoné,344744,15.939999999999998,1001,Forward
Thomas,Didillon,229110,0,0,Goalkeeper
Zlatko,Junuzović,14696,18.77,1695,Midfielder
Phillipp,Klement,19118,0,0,Midfielder
Ryad,Boudebouz,25461,26.199999999999996,1353,Midfielder
Patrick,Herrmann,15018,12.89,1099,Midfielder
Isaiah,Brown,255935,1.08,281,Forward
Nick,Pope,12242,0,0,Goalkeeper
Robbie,Brady,9623,9.88,1639,Midfielder
Jesper,Verlaat,275115,0,0,Defender
Youssef,Maziz,394009,0,0,Midfielder
Alessio,Donnarumma,485463,0,0,Midfielder
Beni,Baningime,447379,0.22,175,Midfielder
Landry Nany,Dimata,285727,9.85,881,Forward
Manuel Rolando,Iturra Urrutia,3866,5.51,1584,Midfielder
Hiroki,Sakai,94695,27.640000000000004,2883,Defender
Renato ,Soares de Oliveira Augusto,14785,1.7300000000000002,51,Midfielder
Iván,Cuéllar Sacristán,3963,0,0,Goalkeeper
Sadio,Mané,25747,62.40000000000001,2535,Forward
Yevhen,Konoplyanka,105378,32.92,1802,Midfielder
Pape Sane,Mbodji,404333,0,0,Midfielder
Kouadio Yves,Dabila,372904,7.8100000000000005,937,Defender
Alessandro,Gamberini,20929,21.160000000000004,1817,Defender
Vincent,Bessat,25532,1.77,1564,Midfielder
Jonathan ,Walters,8752,0.24,114,Forward
Andreas,Christensen,135103,33.5,2395,Defender
Mathieu,Michel,26938,0,0,Goalkeeper
Mário Figueira,Fernandes,41123,7.5,472,Defender
Thomas,Lemar,28922,18.89,2472,Midfielder
Paweł,Bochniewicz,240039,0,0,Defender
Joe,Lolley,274488,4.580000000000001,216,Midfielder
Yoel,Armougom,493412,0,116,Defender
Jens,Grahl,15924,0,0,Goalkeeper
Gerard,Gumbau Garriga,263091,9.799999999999999,1428,Midfielder
Bruno,Petković,252589,21.67,1233,Forward
Thiago,Maia Alencar,257750,15.130000000000003,2508,Midfielder
Cheick,Doukouré,26032,3.17,984,Midfielder
Andoni,Gorosabel Espinosa,279560,0.24,76,Defender
Alessio,Riccardi,529551,0,0,Midfielder
Josip,Brekalo,284469,17.550000000000004,1595,Midfielder
Jean-Christophe,Bouet,26970,0,0,Goalkeeper
Nadiem,Amiri,263614,31.17,1744,Midfielder
Javier,Hernández Balcázar,7941,28.609999999999996,1838,Forward
Nilson Evair,Loyola Morales,325910,0,0,Defender
Ahmed,Hegazy,119951,44.97,3657,Defender
José,Mauri,239294,1.51,12,Midfielder
Víctor,Machín Pérez,4375,25.720000000000002,1308,Midfielder
Kevin,Volland,15231,35.84,2597,Forward
Abdullah Ibrahim,Otayf,139393,7.390000000000001,244,Midfielder
Johann ,Berg Guðmunds­­-­­son,93,38.239999999999995,3424,Midfielder
Declan,Rice,379209,11.369999999999997,1395,Defender
Jorge Marco,de Oliveira Moraes,300784,17.820000000000004,1922,Defender
Rob,Holding,370224,8.469999999999999,803,Defender
Giuseppe,Borello,483978,0,0,Midfielder
Sven,Ulreich,14736,0,0,Goalkeeper
Dominik,Franke,373384,0,0,Defender
Bongani,Zungu,244357,12.45,2086,Midfielder
Edimilson,Fernandes,265318,7.73,847,Midfielder
Raúl,Fernández-Cavada Mateos,3398,0,0,Goalkeeper
Kelechi Promise,Iheanacho,285508,24.81,919,Forward
Alejandro,Arribas Garrido,4329,2.2900000000000005,270,Defender
Tammy,Abraham,343951,27.169999999999998,1696,Forward
James,McClean,8530,8.07,1602,Midfielder
Jorge,Molina Vidal,3605,47.12,2796,Forward
Harvey,Barnes,448708,0.06999999999999999,5,Midfielder
Emil,Berggreen,230687,7.180000000000001,627,Forward
Nico,Elvedi,236528,40.910000000000004,2916,Defender
Marius,Wolf,224680,33.50000000000001,2369,Midfielder
Juan Cruz,Agáero Núñez,405974,0,0,Midfielder
Stéphane,Darbion,93044,17.36,1708,Midfielder
Gabriel Alejandro,Paletta,20490,0,0,Defender
Danny,Blum,16609,1.28,27,Midfielder
Guilherme,dos Santos Torres,40614,14.360000000000001,2645,Midfielder
Sekou,Baradji,26378,0,0,Midfielder
Julian,Schieber,14764,0.09,32,Forward
Amadou,Diawara,374013,14.280000000000001,646,Midfielder
Patrik,Hrošovský,144713,0,150,Midfielder
Trent,Sainsbury,61395,3.05,270,Defender
Jakob,Haugaard,56429,0,0,Goalkeeper
Erdal,Rakip,258141,0,0,Midfielder
Rodrigo,Ely,208694,46.51,2690,Defender
Stefano,Okaka Chuka,20505,10.45,438,Forward
Valon,Behrami,20938,15.450000000000005,2066,Midfielder
Edson Omar,Álvarez Velázquez,448210,1.2399999999999998,267,Defender
Milan,Škriniar,138408,60.91000000000001,3510,Defender
Domagoj,Vida,69396,18.310000000000002,930,Defender
Callum,Hudson-Odoi,450826,0.97,25,Midfielder
Stephen ,Ireland,8017,0,125,Midfielder
Tomáš,Koubek,82690,0,0,Goalkeeper
Mesut,Özil,3319,72.07000000000001,2912,Midfielder
Aurélien,Tchouaméni,480145,0,0,Midfielder
Pedro Jesús,Aquino Sánchez,139078,1.32,137,Midfielder
Frederik August,Albrecht Schram,240906,0,0,Goalkeeper
Nicolas,Pallois,26276,39.169999999999995,2468,Defender
Sead,Hakšabanović,361843,0,0,Midfielder
Lyanco Evangelista,Silveira Neves Vojnović ,377757,4.199999999999999,317,Defender
Michael,Olunga,266885,7.21,379,Forward
Kolbeinn,Sigþórsson,66,5.63,429,Forward
Kepa,Arrizabalaga Revuelta,3397,0,0,Goalkeeper
Victor,Moses,8625,31.179999999999996,2384,Midfielder
Milan,Škoda,83082,2.94,57,Forward
Jonas,Hofmann,18591,13.38,993,Midfielder
Jonathan,Schmid,14997,4.460000000000001,1445,Midfielder
Dídac,Vilá Rosselló,3798,2.78,693,Defender
Andrija,Balić,300669,4.3999999999999995,1064,Midfielder
Andrea,Belotti,21234,61.58,2680,Forward
Fidel,Escobar Mendieta,273683,1.77,270,Defender
Marcus,Browne,379203,0,0,Midfielder
Mohamed,Gouaida,221443,0.27999999999999997,59,Midfielder
Aitor,Ruibal García,357992,0.19,4,Forward
Cristian,Gamboa Luna,55977,4.38,258,Defender
Ahmed,Musa,101606,3.4199999999999995,210,Forward
Adem,Ljajić,20941,29.810000000000002,2336,Forward
Jan,Morávek,15782,2.73,713,Midfielder
Bakaye,Dibassy,214710,20.340000000000003,2779,Defender
Esteban,Rolón,399673,1.6800000000000002,418,Midfielder
Damián Nicolás,Suárez Suárez,3974,18.62,2926,Defender
Marco,Silvestri,21573,0,0,Goalkeeper
Marc,Bartra Aregall,3335,61.18,2227,Defender
Vedad,Ibišević,14762,32.94,1432,Forward
Mattia,Caldara,288663,26.789999999999996,2160,Defender
Matthias,Ostrzolek,15772,4.5600000000000005,2381,Defender
Dennis,Praet,37739,32.98,2665,Midfielder
Renato Fabrizio,Tapia Cortijo,139075,0.38,150,Midfielder
Shkodran,Mustafi,20612,38.63,2377,Defender
David,Costas Cordal,275296,0,0,Defender
Ben,Mee,8944,39.290000000000006,2610,Defender
Niccolò,Giannetti,21959,1.39,281,Forward
Erik,Johansson,51343,1.72,225,Defender
Cameron,Carter-Vickers,357712,0,0,Defender
Konrad,Laimer,282804,10.75,1332,Midfielder
Niklas,Moisander,77,29.910000000000004,2250,Defender
Jon,Gorenc-Stankovič,234139,0,0,Defender
Víctor Yoshimar,Yotún Flores,114723,0,182,Midfielder
Justin,Hoogma,414667,0,0,Defender
Mamadou,Samassa,25930,0,0,Goalkeeper
Frank,Evina,471947,0,112,Forward
Kieran ,Gibbs,7853,8.67,2831,Defender
Koen,Casteels,15795,0,0,Goalkeeper
Alexandre,Oukidja,26676,0,0,Goalkeeper
Pere,Pons Riera,230895,14.639999999999997,2553,Midfielder
Florin,Andone,6165,35.47,1644,Forward
Giancarlo,González Castro,125286,21.089999999999996,2127,Defender
Alberto,Grassi,134435,32.330000000000005,2245,Midfielder
Yussif Raman,Chibsah,220341,10.26,1052,Midfielder
Filippo,Costa,134420,4.9399999999999995,1466,Defender
Lebo,Mothiba,366546,16.9,1190,Forward
Motaz Ali Hassan,Hawsawi,139391,0.37,90,Defender
Tom,Ince,9419,33.1,2456,Midfielder
Daniel,Vivian Moreno,525104,0,0,Defender
Matteo,Politano,208696,54.05000000000001,2830,Forward
Glenn,Murray,8416,21.279999999999998,2178,Forward
Mahmoud,Hamdy,296484,0,0,Defender
Édison Michael,Flores Peralta,114762,1.8900000000000001,242,Midfielder
Benjamin,Jeannot,26124,18.07,1371,Forward
Massadio,Haïdara,26109,0,0,Defender
Dominic,Solanke,286831,21.92,562,Forward
Hernán Daniel,Santana Trujillo,4366,2.93,350,Midfielder
Baptiste,Reynet,26365,0,0,Goalkeeper
David,Ospina Ramírez,25662,0,0,Goalkeeper
Martin,Olsson,8192,13.19,3449,Defender
Michal,Tomič,406142,0,0,Defender
Vladimir,Granat,101682,0.08,74,Defender
Pau,Francisco Torres,400549,0,50,Defender
Bojan,Krkíc Pérez,20450,6.399999999999999,491,Forward
Harisson,Manzala,229198,33.26,1836,Midfielder
Marwan,Mohsen,120225,1.37,208,Forward
Joel Nathaniel,Campbell Samuels,26038,11.209999999999999,301,Forward
Luciano,Narsingh,179,9.2,610,Midfielder
Aritz,Aduriz Zubeldia,3290,39.269999999999996,2272,Forward
Mathieu,Gorgelin,26971,0,0,Goalkeeper
Sandro ,Ramírez Castillo,5911,15.889999999999999,980,Forward
Mak,Varešanović,373469,0,0,Midfielder
Dwight,Gayle,12536,36.48,1891,Forward
Jeremy,Toljan,149389,18.089999999999996,1380,Defender
Joe,Hart,8301,0,0,Goalkeeper
Tanguy,Ndombèlé Alvaro,294695,54.120000000000005,2600,Midfielder
Miroslav,Stoch,32539,0,0,Midfielder
Mattia,Del Favero,375395,0,0,Goalkeeper
Damir,Ceter Valencia,335634,0.6699999999999999,193,Forward
Layvin,Kurzawa,134540,6.65,1705,Defender
Rafael Alexandre,Fernandes Ferreira da Silva,222676,0,0,Midfielder
