firstName,lastName,wiId,averageScore,minutesPlayed,role
Marco,Höger,14863,11.64,1671,Midfielder
Michael,Krohn-Dehli,56025,7.830000000000001,1258,Midfielder
Rafael,Pereira da Silva,7920,18.7,1805,Defender
Bogdan Sorin,Stancu,33235,3.32,264,Forward
Francis Odinaka,Uzoho,285491,0,0,Goalkeeper
Mike,Maignan,134496,0,0,Goalkeeper
Yohann,Pelé,25781,0,0,Goalkeeper
Volkan,Şen,32566,0,105,Midfielder
Juan Marcos,Foyth,456053,0,0,Defender
Fabio,Della Giovanna,286219,0,0,Defender
Alberto ,Bueno Calvo,3779,3.3099999999999996,182,Forward
Cheikhou,Kouyaté,37725,28.829999999999995,2920,Midfielder
David,de Gea Quintana,7910,0,0,Goalkeeper
André Martín,Carrillo Díaz,70156,18.47,1784,Midfielder
Alessandro,Matri,20478,12.42,845,Forward
Josip,Drmic,50023,13.280000000000003,552,Forward
Bruno Miguel,Borges Fernandes,243588,0,88,Midfielder
Sergio,Sánchez Ortega,3562,0,102,Defender
Mateo,Kovačić,69404,23.630000000000003,1178,Midfielder
Ben,Hamer,8066,0,0,Goalkeeper
Zinho,Vanheusden,399493,0,0,Defender
Gnaly Maxwell,Cornet,228946,46.64,1238,Forward
Chancel,Mbemba Mangulu,37726,4.52,666,Defender
Roberto,Soriano,20623,11.239999999999998,1116,Midfielder
Luca,Pellegrini,397239,0,0,Defender
Aleksandar,Prijović,50411,0,0,Forward
Boubakary,Soumaré,397033,4.9399999999999995,478,Midfielder
Luka,Modrić,8287,45.32,2941,Midfielder
Sebastian,Larsson,8529,0.33,567,Midfielder
Pedro,López Galisteo,6577,0,0,Goalkeeper
Maxime,Dupé,25519,0,0,Goalkeeper
Randal,Kolo Muani,437490,0,0,Forward
Daniel,Molina Orta,293856,0,0,Midfielder
Karlo,Butić,386656,0,0,Forward
Gaetano,Letizia,24838,9.9,2167,Defender
Carlos,Martínez Díez,3672,0,0,Defender
Ademola,Lookman,406682,19.34,717,Midfielder
Thomas,Edwards,447812,0,483,Defender
Paulo André,Rodrigues de Oliveira,70507,27.55,2214,Defender
Marko,Grujić,237268,0.15,6,Midfielder
Lorenzo,Tonelli,21006,7.630000000000001,350,Defender
Hrvoje,Milić,69874,0,0,Defender
Jason,Eyenga-Lokilo,520317,0,0,Forward
Ron-Robert,Zieler,15032,0,0,Goalkeeper
Éver Maximiliano David,Banega,3280,27.16,2618,Midfielder
Moritz,Bauer,49971,1.5,1314,Defender
Joshua,Sims,302520,6.950000000000001,159,Midfielder
Antonio,Mirante,20483,0,0,Goalkeeper
Alex Raúl,Rodríguez Ledezma,167241,0,0,Goalkeeper
Idrissa Gana,Gueye,25706,26.840000000000003,3049,Midfielder
Marlon,Frey,257337,0,0,Midfielder
Papa Alioune,N'Diaye,207164,18.529999999999998,1221,Midfielder
Gabriele,Marchegiani,343915,0,0,Goalkeeper
Ben,Johnson,447963,0,0,Defender
Simone,Pontisso,364641,0.27999999999999997,10,Midfielder
Jérémie,Porsan-Clemente,280116,0,90,Forward
Danilo Luís,Hélio Pereira,20496,2.07,213,Midfielder
Sergi,Roberto Carnicer,3347,49.25999999999999,2297,Defender
Federico Santiago,Valverde Dipetta,364005,10.499999999999998,1164,Midfielder
Jon Ander,Serantes Simon,6363,0,0,Goalkeeper
Walter Daniel,Benítez,86745,0,0,Goalkeeper
Dylan,Bronn,295747,2.12,114,Defender
Pol Mikel,Lirola Kosok,354123,5.470000000000001,2023,Defender
Nathan,Trott,447762,0,0,Goalkeeper
Sergio,Busquets i Burgos,3346,53.93,3350,Midfielder
Burim,Kukeli,50264,0,164,Midfielder
Alexander,Stolz,15512,0,0,Goalkeeper
Mandela,Egbo,286823,0,0,Defender
Dion,Henry,353927,0,0,Goalkeeper
Riyad,Mahrez,26150,62.54000000000002,2957,Midfielder
Samuel,Moutoussamy,299154,2.35,428,Midfielder
Sergio,Mora Sánchez,4593,2.11,757,Midfielder
Federico,Fernández,21164,34.519999999999996,2677,Defender
Alexandre,Mendy,274970,14.219999999999999,794,Forward
Marco,Tumminello,347026,11.61,177,Forward
Alessio,Cerci,20947,19.319999999999997,1635,Forward
Paul,Verhaegh,15775,13.71,2619,Defender
Dante Bonfim,da Costa Santos,15010,34.99,2970,Defender
Michael,Scarf,532651,0,0,Defender
Nemanja,Maksimović,265864,5.0,516,Midfielder
Glen,Johnson,7957,2.7500000000000004,543,Defender
Bacary,Sagna,7858,14.67,1615,Defender
Aaron,Hunt,14706,7.390000000000001,2165,Midfielder
Jay,Fulton,62344,0,16,Midfielder
Salih,Özcan,356903,19.710000000000004,1671,Midfielder
Genki,Haraguchi,94650,6.49,455,Midfielder
Massimo ,Luongo,8286,0,0,Midfielder
Jorge,Franco Alviz,226005,7.6,1026,Midfielder
André,Ayew Pelé,25572,28.27,1832,Forward
Robert,Ibáñez Castro,4880,0,0,Midfielder
Ebenezer,Ofori,266532,0,9,Midfielder
Markel,Areitio Cedrún,344056,0,0,Goalkeeper
Giacomo,Figliuzzi,530879,0,0,Goalkeeper
Onyinye Wilfred,Ndidi,265366,31.950000000000006,3201,Midfielder
David Simón,Rodríguez Santana,4936,4.29,719,Defender
Giacomo,Boccafoglia,503517,0,0,Defender
Jonas,Lössl,56038,0,0,Goalkeeper
Takashi,Usami,14730,1.35,68,Forward
Wesley,Hoolahan,8346,6.87,181,Midfielder
Aleksandr,Erokhin,101953,0,66,Midfielder
Andrea,Raggi,20677,9.35,1602,Defender
Quentin,Cornette,243931,16.39,434,Forward
Wallace,Fortuna dos Santos,260250,8.94,997,Defender
Daniel Nii,Tackie Mensah Welbeck,7945,34.18000000000001,1149,Forward
Marco Davide,Faraoni,20516,15.36,1744,Defender
Nicolás,Tagliafico,86722,1.41,350,Defender
Yūya,Ōsako,94831,39.529999999999994,2212,Forward
Giovanni Pablo,Simeone,269152,64.64000000000001,3008,Forward
Yohan,Cabaye,7988,18.24,2472,Midfielder
David Alberto,Guzmán Pérez,125260,0.12,247,Midfielder
Ahmed,Benali,10113,3.3999999999999995,797,Midfielder
Marko,Rog ,284315,7.260000000000002,310,Midfielder
Edgar Miguel,Ié,70959,25.82,3147,Defender
Ander,Capa Rodríguez,4094,9.47,2245,Defender
Christian,Gánter,216074,12.509999999999998,3060,Defender
Svante,Ingelsson,347593,0.9800000000000001,323,Midfielder
Fernando Luiz,Rosa,105339,70.30000000000001,3026,Midfielder
Edvinas,Gertmonas,240507,0,0,Goalkeeper
Duje,Ćaleta-Car,230626,1.5,90,Defender
Benjamin,Hábner,15719,41.69,2319,Defender
Beñat,Etxebarria Urkiaga,3595,1.4100000000000001,1105,Midfielder
Freddie,Ladapo,13745,0,16,Forward
Terence,Kongolo,132,7.830000000000001,1306,Defender
Rúben Afonso,Borges Semedo,70956,2.59,228,Defender
Maxime,Lestienne,37836,4.82,653,Midfielder
Igor,Lewczuk,99633,1.2,406,Defender
Alfred John Momar,N'Diaye,32793,1.7500000000000002,252,Midfielder
Loïc,Puyo,26068,0.13,158,Midfielder
Seyed Majid,Hosseini,285538,0.47000000000000003,180,Defender
Marcus,Rashford,397178,51.09999999999999,1967,Forward
Joe,Allen,77548,38.29,3658,Midfielder
João Pedro,Cavaco Cancelo,135903,6.69,1924,Defender
Chris,Löwe,14796,1.3,1592,Defender
Imoh,Ezekiel,38094,4.279999999999999,453,Forward
Davy,Klaassen,56,1.54,244,Midfielder
Simon,Mignolet,8514,0,0,Goalkeeper
Kevin,Rimane,26603,0,0,Defender
Yong,Lee,107529,0,270,Defender
Jérémy,Morel,25557,30.210000000000004,2915,Defender
Heung-Min,Son,14911,79.14000000000001,2569,Forward
Mitchell,Weiser,15276,8.32,1984,Midfielder
Mark,Noble,8561,15.32,2404,Midfielder
Séga,Coulibaly,233855,0,90,Defender
Moussa,Sissoko,25804,27.400000000000002,1736,Midfielder
Christopher Paolo César,Hurtado Huertas,114624,0,27,Midfielder
Guillermo,Varela Olivera,116166,0.61,180,Defender
Cristiano,Biraghi,21842,11.93,2984,Defender
Marlon,Sándermann,366197,0,0,Goalkeeper
Allan,Marques Loureiro,40726,41.42,2856,Midfielder
Anthony,Walongwa,217867,0.86,90,Defender
Rúnar Alex,Rúnarsson,135174,0,0,Goalkeeper
Renato,Steffen,217052,7.03,635,Midfielder
Nélson,Cabral Semedo,222770,13.94,1489,Defender
Thomas,Kessler,15235,0,0,Goalkeeper
Yves,Bissouma,413582,17.900000000000002,1544,Midfielder
Andrea,Costa,20609,9.440000000000001,1378,Defender
Joshua,Kimmich,224593,56.21000000000001,2992,Defender
Radja,Nainggolan,20879,66.69,3006,Midfielder
Marco,Russ,14923,18.46,1127,Defender
Marcel,Báchel,22099,8.01,1691,Midfielder
Dong-Won,Ji,8537,0,0,Forward
Eduardo Antonio,Salvio,3445,0.65,146,Midfielder
Rajiv,van La Parra,173,24.489999999999995,2125,Midfielder
Vukašin,Jovanović,258263,14.81,1440,Defender
Amath,Diedhiou Ndiaye,344140,24.85,2885,Forward
Daniel Filipe,Martins Carriço,70140,3.9099999999999997,450,Defender
Jonathan Renato,Barbosa,48318,10.940000000000003,622,Forward
Bouna,Sarr,25743,16.16,1775,Midfielder
Luca Zinedine,Zidane,352985,0,0,Goalkeeper
Ádám,Szalai,15200,24.680000000000003,1081,Forward
Adama,Diakhaby,276978,13.58,802,Forward
Aleksandar,Tonev,99423,1.18,374,Forward
Julián Omar,Ramos Suárez,5195,8.229999999999999,1454,Midfielder
Alejandro,Berenguer Remiro,339791,17.169999999999998,1031,Forward
Mark ,Milligan,61425,4.489999999999999,270,Midfielder
Amr Medhat,Warda,388928,0,146,Midfielder
Pablo,Martinez,29616,30.240000000000006,2116,Defender
Maarten,Stekelenburg,20428,0,0,Goalkeeper
Gabriel Andrei,Torje,20596,0,131,Midfielder
Sergio Leonel,Agáero del Castillo,8325,94.85,2122,Forward
Andreas,Granqvist,21275,12.129999999999999,720,Defender
Ante,Rebić,69616,38.31999999999999,2308,Forward
Kyle,Walker,8277,50.72999999999999,3598,Defender
Alessandro,Fiordaliso,416011,0,0,Defender
Alfie,Mawson,246866,54.11,3420,Defender
Gregoire ,Defrel,23149,6.749999999999999,461,Forward
Kévin Manuel,Rodrigues,209012,10.239999999999998,1632,Defender
Darko,Lazović,127534,7.739999999999999,1229,Midfielder
Mateo Pablo,Musacchio,3526,15.47,1199,Defender
Nicolas,N'Koulou,25558,45.749999999999986,3259,Defender
Ryota,Oshima,94922,0,0,Midfielder
Kyle,Naughton,8336,16.739999999999995,3031,Defender
Gonzalo,Escalante,212644,15.129999999999999,1528,Midfielder
Filip,Kusič,382289,0,0,Defender
Thomas,Bolis,399181,0,0,Midfielder
Conor,McLaughlin,8797,0,90,Defender
Yanis,Ammour,499977,0,0,Forward
Christian,Pulisic,391530,51.46999999999999,2311,Midfielder
Ernest,Seka,29588,19.3,2215,Defender
Jaume Vicent,Costa Jordá,3534,7.02,2563,Defender
Yeltsin Ignacio,Tejeda Valverde,125268,0,0,Midfielder
Maximiliano,Gómez González,395636,63.17,3110,Forward
Marco,Storari,20457,0,0,Goalkeeper
Giorgian Daniel,De Arrascaeta Benedetti,213364,0.33,86,Midfielder
Raul Marian,Oprut,503199,0,0,Defender
Leonardo,Bonucci,20459,34.77,3630,Defender
Dzenis,Burnic,356908,0.5700000000000001,291,Midfielder
Edinaldo,Gomes Pereira,41124,8.95,920,Defender
Sven,Bender,14803,40.05000000000001,2331,Defender
Emre,Can,18550,43.76000000000001,2161,Midfielder
Yannis,Salibur,26604,22.939999999999998,1527,Midfielder
Kévin,Théophile Catherine,25643,12.749999999999998,2160,Defender
Marek,Hamšík,21171,63.51000000000001,2749,Midfielder
César,Azpilicueta Tanco,25553,52.34000000000001,3339,Defender
Thomas,Mangani,26120,6.420000000000001,3027,Midfielder
Nicolas David,Andrade ,21298,0,0,Goalkeeper
Riccardo,Ladinetti,546357,0,0,Midfielder
Marco,Andreolli,20636,18.65,1808,Defender
Cyril,Théréau,20663,34.65999999999999,1299,Forward
Francisco,Casilla Cortés,3785,0,0,Goalkeeper
Hörður,Björgvin Magnússon,135207,0.29,270,Defender
Issiaga,Sylla,203113,21.57,1582,Defender
Andriy,Yarmolenko,105622,28.59,1297,Forward
Aythami,Artiles Oliva,3372,3.6199999999999997,180,Defender
Simone,Scuffet,239288,0,0,Goalkeeper
Haukur Heiðar,Hauksson,57644,0,0,Defender
Roman,Zobnin,103682,6.64,510,Midfielder
Taison,Barcellos Freda,105802,0,0,Midfielder
Giacomo,Poluzzi,24725,0,0,Goalkeeper
Manuel,Lombardoni,535708,0,0,Defender
Paolo,Cannavaro,21162,15.32,1440,Defender
José Ángel,Gómez Campaña,3470,28.410000000000004,2734,Midfielder
Lukáš,Pokorný,268659,0,0,Defender
Saeid,Ezatolahi Afagh,241647,2.56,166,Midfielder
Érick Gabriel,Gutiérrez Galaviz,284267,0,0,Midfielder
René,Adler,14766,0,0,Goalkeeper
Sam,Hughes,393955,0,0,Midfielder
José Luis,García del Pozo,3568,2.6599999999999997,1850,Midfielder
Jamie,Murphy,62091,0.8400000000000001,156,Midfielder
Jonathan,Williams,8421,0.45999999999999996,122,Midfielder
Antonio,Martínez López,291231,0,0,Forward
Erwin,Mulder,128,0,0,Goalkeeper
Callum,Wilson,11669,35.44,1998,Forward
Waldemar,Anton,272434,29.39000000000001,2260,Defender
Thomas,Touré,27959,5.75,112,Forward
Gergely,Hutvágner,507578,0,0,Goalkeeper
Yassine,El Ghanassy,37714,9.389999999999999,631,Midfielder
José María,Callejón Bueno,3313,62.529999999999994,3247,Forward
Juan José,Narváez Solarte,91122,1.28,297,Midfielder
Renato Júnior,Luz Sanches,258162,3.1799999999999997,1106,Midfielder
Kevin,N'Doram,331923,7.93,716,Midfielder
Jonathan,Tah,228768,36.400000000000006,2426,Defender
Mark,Uth,15292,64.69,2159,Forward
Abdou,Diallo,235450,24.97,2416,Defender
José Luis,Rodriguez,401861,1.22,243,Midfielder
Rekeem,Harper,447254,0,0,Midfielder
Ozan,Tufan,223071,4.040000000000001,270,Midfielder
Volkan,Babacan,32923,0,0,Goalkeeper
Marcelo Antônio,Guedes Filho,102,60.980000000000004,3147,Defender
Kurt Happy,Zouma,25854,49.87000000000001,2887,Defender
Robin,Koch,336829,26.170000000000005,1895,Defender
Philippe,Coutinho Correia,3802,112.14,2854,Forward
Lucas,Vázquez Iglesias,4498,46.190000000000005,1766,Forward
Presnel,Kimpembe,231138,33.17,2564,Defender
Mohamed Naser,Elsayed Elneny,120339,11.600000000000001,1114,Midfielder
Wílmar Enrique,Barrios Terán,246928,2.71,269,Midfielder
Jakub,Jankto,354547,37.89,2653,Midfielder
Kwasi Okyere,Wriedt,223546,0,22,Forward
Aaron ,Lennon,8284,16.55,1916,Midfielder
Alexander,Meyer,19004,0,0,Goalkeeper
Mohammed,Kanno,284147,1.54,15,Midfielder
Manuel,Lazzari,226200,17.790000000000003,3119,Midfielder
Burak,Yılmaz,32572,1.0,205,Forward
Calum,Chambers,171283,11.089999999999998,850,Defender
Steve,Cook,9277,39.48,2753,Defender
Dan-Axel,Zagadou,397028,4.59,677,Defender
Charlie,Daniels,9285,35.0,3006,Defender
Over,Mandanda,393230,0,0,Goalkeeper
Ambroise,Oyongo Bitolo,125076,1.55,203,Defender
Nicolò,Zaniolo,487020,0,0,Midfielder
Yann,Sommer,49855,0,0,Goalkeeper
Ciaran,Clark,8004,25.82,1925,Defender
Sami,Khedira,3318,44.81,2362,Midfielder
João Mário,Naval da Costa Eduardo ,70965,28.669999999999995,2397,Midfielder
Pedro,Bigas Rigo,3644,9.599999999999998,895,Defender
Martin,Braithwaite,55968,25.09,1131,Forward
Christian ,Dannemann Eriksen,54,62.90999999999999,3616,Midfielder
Jonathan Cristian,Silva,137298,0,110,Defender
Lorenzo,Peli,422570,0,0,Forward
Borja,Valero Iglesias,3543,28.26,2552,Midfielder
Iván,Villar Martínez,286974,0,0,Goalkeeper
Ethan,Ampadu,423162,0.44999999999999996,10,Defender
Cristiano Ronaldo,dos Santos Aveiro,3322,133.48,3257,Forward
Rodrigo,Moreno Machado,70129,71.52,2713,Forward
Mattia,Vitale,339192,0,90,Midfielder
Ignacio,Camacho Barnola,3566,12.559999999999999,953,Midfielder
Arturo Erasmo,Vidal Pardo,20475,45.75,1453,Midfielder
Pontus,Wernbloom,101604,0,0,Midfielder
Jhon Andrés,Córdoba Copete,91519,13.25,923,Forward
Paulo Dino,Gazzaniga,8992,0,0,Goalkeeper
Adrien Sebastian,Perruchet Silva,70403,7.239999999999999,1240,Midfielder
Sergio,León Limones,5268,36.14000000000001,1928,Forward
Enis,Bardhi,280383,14.750000000000002,1552,Midfielder
Maxime,Bernauer,352987,0,0,Defender
José de Jesús,Corona Rodríguez,112542,0,0,Goalkeeper
Ruben,Aguilar,28335,15.659999999999998,2457,Defender
Bruno,Saltor Grau,3278,4.6899999999999995,2017,Defender
Owain Fôn,Williams,11228,0,0,Goalkeeper
Saidy,Janko,278867,6.620000000000001,1413,Defender
Florent,Mollet,30437,22.789999999999996,1414,Midfielder
Raffaele,Palladino,20506,2.54,230,Forward
Julien,Féret,25647,8.710000000000003,3062,Midfielder
Romain,Hamouma,25889,15.700000000000003,1839,Forward
Matthias,Lehmann,15253,9.3,1517,Midfielder
Jan,Zimmermann,16287,0,0,Goalkeeper
Sofiane,Boufal,215983,20.74,1212,Midfielder
Dario,Dainelli,20638,16.88,1478,Defender
Jannes-Kilian,Horn,284524,4.5600000000000005,812,Defender
Ján,Mucha,8238,0,0,Goalkeeper
Thomas,Vermaelen,7860,16.68,1504,Defender
Jérémy,Pied,25415,4.9799999999999995,180,Defender
Iñaki,Williams Arthuer,247141,63.05,2840,Forward
Maximiliano Gastón,López,20422,20.58,1673,Forward
Marc,Stendera,173213,0.6,375,Midfielder
Younousse,Sankharé,26389,32.18,1828,Midfielder
Carlos Alberto,Vela Garrido,3685,12.590000000000002,687,Forward
Ismaïla,Sarr,448079,46.68,2124,Midfielder
Fraser,Forster,61941,0,0,Goalkeeper
Lars Lukas,Mai,433100,1.35,180,Defender
Andrea,Seculin,21840,0,0,Goalkeeper
Antonio,Rukavina,15214,3.36,1353,Defender
Benjamin,Lecomte,26016,0,0,Goalkeeper
Pedro ,Mba Obiang Avomo,20620,8.970000000000002,1561,Midfielder
Francesc Aday,Benítez Caraballo,6210,10.18,1819,Defender
Bram,Nuytinck,394,30.03000000000001,2362,Defender
Yunus,Mallı,15191,40.059999999999995,2262,Midfielder
Jens Stryger,Larsen,56026,30.240000000000006,2796,Defender
Jean-Eric Maxim,Choupo-Moting,15198,46.62,2238,Forward
Medhi Amine,El Mouttaqi Benatia,20579,32.71000000000001,1934,Defender
Amir,Abedzadeh,60144,0,0,Goalkeeper
Carlos Joaquín,Correa,207001,22.79,1196,Midfielder
Sergio Duvan,Córdova Lezama,354997,6.959999999999999,521,Forward
Alex,Cordaz,21494,0,0,Goalkeeper
Rafał,Kurzawa,225324,0,79,Midfielder
Oussama,Haddadi,120717,14.700000000000003,2563,Defender
Léo,Lacroix,134951,7.780000000000001,798,Defender
Yevhen,Seleznyov,105344,0.6,96,Forward
Marius Valerică,Găman,83970,0,0,Defender
Eddy Anthony,Salcedo Mora,520774,2.54,31,Forward
Oliver,Burke,346071,11.200000000000001,322,Midfielder
Jamie,Vardy,12829,49.88999999999999,3567,Forward
Simon,Zoller,15543,6.99,966,Forward
Marc,Albrighton,8013,22.849999999999998,2560,Midfielder
Stefano,Sensi,246063,5.390000000000001,1021,Midfielder
Samuel,Sahin-Radlinger,15031,0,0,Goalkeeper
Gregor,Kobel,328190,0,0,Goalkeeper
Anton,Miranchuk,288708,0,0,Midfielder
Thorgan,Hazard,25622,46.290000000000006,3041,Forward
Giovani,dos Santos Ramírez,8297,0,13,Forward
Alex,Oxlade-Chamberlain,7868,44.60000000000001,1699,Midfielder
Daniel,Giménez Hernández,4319,0,0,Goalkeeper
Federico,Marchetti,20541,0,0,Goalkeeper
Lucas Nicolás,Alario,86489,46.550000000000004,1601,Forward
Andrea,Bertolacci,20749,9.65,2951,Midfielder
Gaëtan ,Laborde,27955,13.55,949,Forward
Martin,Cranie,8761,1.76,180,Defender
Luis Jan Piers,Advíncula Castrillón,114709,2.52,270,Defender
Alberto,Paloschi,20661,11.33,2090,Forward
Arnaud,Souquet,26633,20.73,2416,Defender
Yohan,Benalouane,21333,2.77,139,Defender
Tom,Smith,11078,8.899999999999999,1906,Defender
Fakhreddine,Ben Youssef,209354,2.9199999999999995,270,Forward
Cenk,Tosun,32636,10.8,1048,Forward
Miguel Ángel,Moyà Rumbo,3994,0,0,Goalkeeper
Yoel,Rodríguez Oterino,3823,0,0,Goalkeeper
Wesley,Lautoa,26024,5.2,601,Defender
Lewis Harry,Holtby,14864,13.030000000000003,1196,Midfielder
Jesús,Navas González,3474,13.829999999999998,1755,Midfielder
Alex,McCarthy,8580,0,0,Goalkeeper
Miguel Ângelo,da Silva Rocha,273819,12.790000000000001,1409,Midfielder
Arkadiusz,Milik,99452,34.74,1010,Forward
Sergio,Pellissier,20662,3.46,425,Forward
Alessandro,Confente,417230,0,0,Goalkeeper
Molla,Wagué,25885,8.24,497,Defender
Jordi,Alba Ramos,3269,57.32999999999999,3485,Defender
Benik,Afobe,134351,5.43,469,Forward
Younès,Belhanda,25998,3.6500000000000004,228,Midfielder
Pontus,Jansson,50806,1.49,95,Defender
Mathew,Leckie,15020,23.699999999999996,2119,Forward
Aziz Eraltay,Behich,61651,0,270,Defender
Milad,Mohammadi,333803,0.33,55,Defender
Daniel,Rebollo Franco,552486,0,0,Goalkeeper
Paulo Bruno,Exequiel Dybala,89186,75.32000000000001,2381,Forward
Aleandro,Rosi,20434,5.49,1708,Defender
Mitchell,Langerak,14793,0,0,Goalkeeper
Tom,Mickel,14883,0,0,Goalkeeper
Martin,Škrtel,7960,6.18,360,Defender
Daniel,Baier,15777,16.470000000000002,2547,Midfielder
Rominigue,Kouamé N'Guessan,413597,6.03,193,Defender
Phil,Jagielka,8245,27.390000000000004,2053,Defender
Luis Antonio,Valencia Mosquera,7938,16.67,2747,Defender
Christopher,Schindler,15215,40.35,3299,Defender
Ihlas,Bebou,224801,37.830000000000005,2142,Forward
Maxime,Poundjé,26945,10.03,1703,Defender
Aritz,Elustondo Irribaria,278288,28.860000000000007,1598,Defender
Diego,Cavalieri,41154,0,0,Goalkeeper
Miguel,Torres Gómez,4003,5.38,673,Defender
Sam,Vokes,9127,18.940000000000005,1136,Forward
Andrew,Hjulsager,135113,0,8,Midfielder
Jesús,Vallejo Lázaro,282441,7.9399999999999995,630,Defender
Yoan,Cardinale,214609,0,0,Goalkeeper
Pablo,Maffeo Becerra,263105,10.409999999999998,2650,Defender
Jorge Luiz,Frello Filho,21315,21.23,2651,Midfielder
Alexander,Esswein,15141,10.47,595,Midfielder
Marco,Pissardo,511119,0,0,Goalkeeper
Caiuby Francisco,da Silva,16432,51.54,2860,Midfielder
Steven,Davis,61988,12.05,1879,Midfielder
Imad,Faraj,471771,2.62,148,Midfielder
Ailton,Ferreira Silva,284580,0.54,95,Defender
Iñigo,Córdoba Kerejeta,344075,14.219999999999999,1443,Midfielder
Johan Alberto,Venegas Ulloa,125452,0,150,Midfielder
Josh,Cullen,365707,0,0,Midfielder
Jérémy,Gelin,301013,16.51,2222,Defender
Young-Jae,Seo,349681,0,0,Defender
Hyun-Jun,Suk,382,12.68,1158,Forward
Yeray,Álvarez López,230857,5.65,674,Defender
Nathan,Redmond,8116,26.1,1935,Midfielder
Ían,Pino Soler,462312,0,0,Defender
Guido Hernán,Pizarro,86828,22.35,1752,Midfielder
Raúl,Albentosa Redal,7302,19.13,1747,Defender
Enrico,Brignola,454457,25.379999999999995,1353,Forward
Jessy,Deminguet,437636,9.71,531,Midfielder
Yury,Gazinskiy,102157,1.46,267,Midfielder
Šime,Vrsaljko,69409,22.09,2349,Defender
Boštjan,Cesar,20637,4.71,528,Defender
Jesús Joaquín,Fernández Sáez de la Torre,11063,62.850000000000016,2839,Forward
Adam,Legzdins,8963,0,0,Goalkeeper
Harold Oshkaly,Cummings Segura,116293,0.32,44,Defender
Giampaolo,Pazzini,20536,8.160000000000002,1330,Forward
Bernardo,Fernandes da Silva Junior,296341,13.459999999999999,1341,Defender
Mauro Javier,Dos Santos,86716,8.820000000000002,979,Defender
Lucas ,Hernández Pi,279545,16.81,2776,Defender
Evgen,Khacheridi,105595,5.39,270,Defender
Raúl,García Escudero,3503,46.28,2634,Midfielder
Samuel,Gustafson,252473,0.22999999999999998,73,Midfielder
Daniele,Rugani,134427,33.11000000000001,1936,Defender
Killian,Sanson,372627,0,0,Midfielder
Borja,González Tomás,3875,8.93,898,Forward
Felipe Salvador,Caicedo Corozo,101635,17.39,648,Forward
Selçuk,İnan,32656,0,250,Midfielder
Anton Ciprian,Tătărușanu,83574,0,0,Goalkeeper
Diego,da Silva Farias,23314,37.940000000000005,1603,Forward
Yuning,Zhang,364937,0,0,Forward
Daniel Alejandro,Torres Rojas,91064,7.32,1208,Midfielder
Ousmane,Dembélé,286390,50.90999999999999,1094,Forward
Juan,Torres Ruiz,3468,38.34,1800,Defender
Konstantinos,Mitroglou,93331,22.02,762,Forward
Strahinja,Tanasijević,400684,0,0,Defender
Jean Michaël,Seri,131959,37.49,2622,Midfielder
Víctor,Moya Martínez,400558,0.1,78,Midfielder
Mohamed Youcef,Belaïli,119448,0,0,Forward
Cristian,Molinaro,14745,6.84,1562,Defender
Daniel,Pudil,21351,0,90,Defender
Holger,Badstuber,14715,34.06000000000001,2163,Defender
Rafael,Cabral Barbosa,40774,0,0,Goalkeeper
Christian,Clemens,15278,4.14,623,Midfielder
Nikolas,Nartey,471968,0,0,Defender
Thibault,Giresse,25941,0.13999999999999999,8,Midfielder
Bartosz,Bereszyński,99833,6.25,2645,Defender
Federico,Di Francesco,259292,11.540000000000001,1571,Forward
Amato,Ciciretti,134484,6.97,809,Forward
Michael,Kingsley Dogo,403264,0,0,Midfielder
Nicolas,Basin,396628,0.1,311,Defender
Yannick,Gerhardt,228639,11.15,1215,Defender
Saîf-Eddine,Khaoui,275243,17.759999999999998,2036,Midfielder
Mamadou,Sakho,25430,18.82,1598,Defender
Alexis,Ruano Delgado,3466,21.009999999999998,2167,Defender
Kosuke,Nakamura,137653,0,0,Goalkeeper
Loris,Karius,15175,0,0,Goalkeeper
Claudio Andrés,Bravo Muñoz,3662,0,0,Goalkeeper
Nordi,Mukiele Mulere,341973,22.66,2791,Defender
Bryan,Pelé,29641,18.6,1577,Midfielder
Francesco,Cassata,302798,0.26,447,Midfielder
Michael,Zetterer,224709,0,0,Goalkeeper
James,Chester,9615,5.66,540,Defender
Zdravko,Kuzmanović,14757,2.7,514,Midfielder
Corentin,Faussot,394577,0,0,Midfielder
Douglas Luiz,Soares de Paulo,443324,6.79,283,Midfielder
Yann,M'Vila,25649,11.329999999999998,1482,Midfielder
Nicolás Andrés,Burdisso,20429,23.270000000000003,2069,Defender
Abdul Khaled,Akiola Adénon,25957,40.71,2915,Defender
Jean-Kévin,Augustin,279780,45.260000000000005,1217,Forward
Thomas,Heurtaux,25878,8.81,1417,Defender
Iker,Casillas Fernández,3297,0,0,Goalkeeper
Prince-Désir,Gouano,26134,30.919999999999998,2783,Defender
Dániel,Böde,75137,1.63,24,Forward
Rúrik,Gíslason,56146,0.26,117,Forward
Jimmy,Durmaz,50812,13.209999999999999,1040,Midfielder
Sanjin,Prcić,25470,17.630000000000003,1569,Midfielder
Hugo,Ayala Castro,112777,1.48,180,Defender
Patric,Klandt,16154,0,0,Goalkeeper
Stevan,Jovetić,20948,17.44,752,Forward
Jacopo,Sala,14904,6.38,1001,Defender
Ashley,Barnes,9123,22.770000000000003,2124,Forward
